"oper_id","title","business_type","method","request_method","operator_type","oper_name","dept_name","oper_url","oper_ip","oper_location","oper_param","json_result","status","error_msg","oper_time"
82,添加产品,1,com.fastbee.data.controller.ProductController.add(),POST,1,admin,,/iot/product,"127.0.0.1",内网IP,"{""categoryId"":9,""categoryName"":""电网设备"",""createTime"":""2024-11-20 15:22:43.445"",""deviceType"":1,""imgUrl"":"""",""isAuthorize"":0,""isSys"":0,""locationWay"":1,""mqttAccount"":""FastBee"",""mqttPassword"":""P9F3JL86UY42M6P1"",""mqttSecret"":""KC33Q61387S44LQU"",""networkMethod"":1,""params"":{},""productId"":142,""productName"":""423"",""protocolCode"":""JSON"",""status"":1,""tenantId"":1,""tenantName"":""admin"",""transport"":""MQTT"",""vertificateMethod"":3}","{""msg"":""操作成功"",""code"":200,""data"":{""categoryId"":9,""categoryName"":""电网设备"",""createTime"":""2024-11-20 15:22:43.445"",""deviceType"":1,""imgUrl"":"""",""isAuthorize"":0,""isSys"":0,""locationWay"":1,""mqttAccount"":""FastBee"",""mqttPassword"":""P9F3JL86UY42M6P1"",""mqttSecret"":""KC33Q61387S44LQU"",""networkMethod"":1,""params"":{},""productId"":142,""productName"":""423"",""protocolCode"":""JSON"",""status"":1,""tenantId"":1,""tenantName"":""admin"",""transport"":""MQTT"",""vertificateMethod"":3}}",0,,"2024-11-20 15:22:43"
83,添加产品,1,com.fastbee.data.controller.ProductController.add(),POST,1,admin,,/iot/product,"127.0.0.1",内网IP,"{""categoryId"":9,""categoryName"":""电网设备"",""createTime"":""2024-11-20 15:39:27.967"",""deviceType"":1,""imgUrl"":"""",""isAuthorize"":0,""isSys"":0,""locationWay"":1,""mqttAccount"":""zzu"",""mqttPassword"":""P2Q2W159Y1RU9JN1"",""mqttSecret"":""K3I36AGYL0YX70RP"",""networkMethod"":1,""params"":{},""productId"":143,""productName"":""534"",""protocolCode"":""JSON"",""status"":1,""tenantId"":1,""tenantName"":""admin"",""transport"":""MQTT"",""vertificateMethod"":3}","{""msg"":""操作成功"",""code"":200,""data"":{""categoryId"":9,""categoryName"":""电网设备"",""createTime"":""2024-11-20 15:39:27.967"",""deviceType"":1,""imgUrl"":"""",""isAuthorize"":0,""isSys"":0,""locationWay"":1,""mqttAccount"":""zzu"",""mqttPassword"":""P2Q2W159Y1RU9JN1"",""mqttSecret"":""K3I36AGYL0YX70RP"",""networkMethod"":1,""params"":{},""productId"":143,""productName"":""534"",""protocolCode"":""JSON"",""status"":1,""tenantId"":1,""tenantName"":""admin"",""transport"":""MQTT"",""vertificateMethod"":3}}",0,,"2024-11-20 15:39:28"
84,sip系统配置,3,com.fastbee.data.controller.media.SipConfigController.removeByProductId(),DELETE,1,admin,,/sip/sipconfig/product/143,"127.0.0.1",内网IP,{},"{""msg"":""操作成功"",""code"":200,""data"":0}",0,,"2024-11-20 15:39:41"
85,产品,3,com.fastbee.data.controller.ProductController.remove(),DELETE,1,admin,,/iot/product/143,"127.0.0.1",内网IP,{},"{""msg"":""删除成功"",""code"":200}",0,,"2024-11-20 15:39:41"
86,sip系统配置,3,com.fastbee.data.controller.media.SipConfigController.removeByProductId(),DELETE,1,admin,,/sip/sipconfig/product/142,"127.0.0.1",内网IP,{},"{""msg"":""操作成功"",""code"":200,""data"":0}",0,,"2024-11-20 15:39:43"
87,产品,3,com.fastbee.data.controller.ProductController.remove(),DELETE,1,admin,,/iot/product/142,"127.0.0.1",内网IP,{},"{""msg"":""删除成功"",""code"":200}",0,,"2024-11-20 15:39:43"
88,sip系统配置,3,com.fastbee.data.controller.media.SipConfigController.removeByProductId(),DELETE,1,admin,,/sip/sipconfig/product/141,"127.0.0.1",内网IP,{},"{""msg"":""操作成功"",""code"":200,""data"":0}",0,,"2024-11-20 15:39:45"
89,产品,3,com.fastbee.data.controller.ProductController.remove(),DELETE,1,admin,,/iot/product/141,"127.0.0.1",内网IP,{},"{""msg"":""删除成功"",""code"":200}",0,,"2024-11-20 15:39:46"
90,sip系统配置,3,com.fastbee.data.controller.media.SipConfigController.removeByProductId(),DELETE,1,admin,,/sip/sipconfig/product/140,"127.0.0.1",内网IP,{},"{""msg"":""操作成功"",""code"":200,""data"":0}",0,,"2024-11-20 15:39:49"
91,产品,3,com.fastbee.data.controller.ProductController.remove(),DELETE,1,admin,,/iot/product/140,"127.0.0.1",内网IP,{},"{""msg"":""删除成功"",""code"":200}",0,,"2024-11-20 15:39:50"
92,sip系统配置,3,com.fastbee.data.controller.media.SipConfigController.removeByProductId(),DELETE,1,admin,,/sip/sipconfig/product/139,"127.0.0.1",内网IP,{},"{""msg"":""操作成功"",""code"":200,""data"":0}",0,,"2024-11-20 15:39:53"
93,产品,3,com.fastbee.data.controller.ProductController.remove(),DELETE,1,admin,,/iot/product/139,"127.0.0.1",内网IP,{},"{""msg"":""删除成功"",""code"":200}",0,,"2024-11-20 15:39:53"
94,添加设备,1,com.fastbee.data.controller.DeviceController.add(),POST,1,admin,,/iot/device,"127.0.0.1",内网IP,"{""createTime"":""2024-11-20 15:40:40.545"",""deviceId"":230,""deviceName"":""demo"",""deviceType"":2,""firmwareVersion"":1,""imgUrl"":"""",""isShadow"":0,""isSimulate"":0,""locationWay"":1,""networkAddress"":""内网IP"",""networkIp"":""127.0.0.1"",""params"":{},""productId"":136,""productName"":""mqtt测试"",""rssi"":0,""serialNumber"":""D1OHVM73PMGU"",""status"":1,""subDeviceList"":[],""tenantId"":1,""tenantName"":""admin"",""thingsModelValue"":""[{\""id\"":\""kwhb\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电表2\"",\""shadow\"":\""\"",\""value\"":\""\""},{\""id\"":\""kwhc\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""总电量\"",\""shadow\"":\""\"",\""value\"":\""\""},{\""id\"":\""kwha\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电表a\"",\""shadow\"":\""\"",\""value\"":\""\""}]""}","{""msg"":""操作成功"",""code"":200,""data"":{""createTime"":""2024-11-20 15:40:40.545"",""deviceId"":230,""deviceName"":""demo"",""deviceType"":2,""firmwareVersion"":1,""imgUrl"":"""",""isShadow"":0,""isSimulate"":0,""locationWay"":1,""networkAddress"":""内网IP"",""networkIp"":""127.0.0.1"",""params"":{},""productId"":136,""productName"":""mqtt测试"",""rssi"":0,""serialNumber"":""D1OHVM73PMGU"",""status"":1,""subDeviceList"":[],""tenantId"":1,""tenantName"":""admin"",""thingsModelValue"":""[{\""id\"":\""kwhb\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电表2\"",\""shadow\"":\""\"",\""value\"":\""\""},{\""id\"":\""kwhc\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""总电量\"",\""shadow\"":\""\"",\""value\"":\""\""},{\""id\"":\""kwha\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电表a\"",\""shadow\"":\""\"",\""value\"":\""\""}]""}}",0,,"2024-11-20 15:40:41"
95,删除设备,3,com.fastbee.data.controller.DeviceController.remove(),DELETE,1,admin,,/iot/device/230,"127.0.0.1",内网IP,{},"{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 15:41:33"
96,产品分类,1,com.fastbee.data.controller.CategoryController.add(),POST,1,admin,,/iot/category,"127.0.0.1",内网IP,"{""categoryId"":10,""categoryName"":""电网类demo"",""createTime"":""2024-11-20 15:44:04.669"",""isSys"":1,""orderNum"":0,""params"":{},""remark"":""电表，变电站"",""tenantId"":1,""tenantName"":""admin""}","{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 15:44:04"
97,添加产品,1,com.fastbee.data.controller.ProductController.add(),POST,1,admin,,/iot/product,"127.0.0.1",内网IP,"{""categoryId"":10,""categoryName"":""电网类demo"",""createTime"":""2024-11-20 15:44:32.635"",""deviceType"":1,""imgUrl"":"""",""isAuthorize"":0,""isSys"":0,""locationWay"":1,""mqttAccount"":""zzu"",""mqttPassword"":""PUM555RFF3V2284D"",""mqttSecret"":""K63353D679WUI9GG"",""networkMethod"":1,""params"":{},""productId"":144,""productName"":""电网demo"",""protocolCode"":""JSON"",""status"":1,""tenantId"":1,""tenantName"":""admin"",""transport"":""MQTT"",""vertificateMethod"":3}","{""msg"":""操作成功"",""code"":200,""data"":{""categoryId"":10,""categoryName"":""电网类demo"",""createTime"":""2024-11-20 15:44:32.635"",""deviceType"":1,""imgUrl"":"""",""isAuthorize"":0,""isSys"":0,""locationWay"":1,""mqttAccount"":""zzu"",""mqttPassword"":""PUM555RFF3V2284D"",""mqttSecret"":""K63353D679WUI9GG"",""networkMethod"":1,""params"":{},""productId"":144,""productName"":""电网demo"",""protocolCode"":""JSON"",""status"":1,""tenantId"":1,""tenantName"":""admin"",""transport"":""MQTT"",""vertificateMethod"":3}}",0,,"2024-11-20 15:44:32"
98,更新产品状态,2,com.fastbee.data.controller.ProductController.changeProductStatus(),PUT,1,admin,,/iot/product/status/,"127.0.0.1",内网IP,"{""deviceType"":1,""productId"":144,""status"":2}","{""msg"":""发布失败，请先添加产品的物模型"",""code"":500}",0,,"2024-11-20 15:44:45"
99,物模型,1,com.fastbee.data.controller.ThingsModelController.add(),POST,1,admin,,/iot/model,"127.0.0.1",内网IP,"{""createTime"":""2024-11-20 15:45:30.502"",""datatype"":""integer"",""identifier"":""kwha"",""isChart"":1,""isHistory"":1,""isMonitor"":1,""isReadonly"":1,""isSharePerm"":1,""modelId"":887,""modelName"":""电流表a"",""modelOrder"":0,""params"":{},""productId"":144,""productName"":""电网demo"",""specs"":""{\""type\"":\""integer\"",\""min\"":0,\""max\"":100,\""unit\"":\""A\"",\""step\"":1}"",""tenantId"":1,""tenantName"":""admin"",""type"":1}","{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 15:45:30"
100,物模型,1,com.fastbee.data.controller.ThingsModelController.add(),POST,1,admin,,/iot/model,"127.0.0.1",内网IP,"{""createTime"":""2024-11-20 15:46:04.627"",""datatype"":""integer"",""identifier"":""kwhb"",""isChart"":1,""isHistory"":1,""isMonitor"":1,""isReadonly"":1,""isSharePerm"":1,""modelId"":888,""modelName"":""电流表b"",""modelOrder"":0,""params"":{},""productId"":144,""productName"":""电网demo"",""specs"":""{\""type\"":\""integer\"",\""min\"":1,\""max\"":100,\""unit\"":\""A\"",\""step\"":1}"",""tenantId"":1,""tenantName"":""admin"",""type"":1}","{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 15:46:04"
101,物模型,1,com.fastbee.data.controller.ThingsModelController.add(),POST,1,admin,,/iot/model,"127.0.0.1",内网IP,"{""createTime"":""2024-11-20 15:46:44.045"",""datatype"":""integer"",""identifier"":""kwhc"",""isChart"":1,""isHistory"":1,""isMonitor"":1,""isReadonly"":1,""isSharePerm"":1,""modelId"":889,""modelName"":""电流表合计"",""modelOrder"":0,""params"":{},""productId"":144,""productName"":""电网demo"",""specs"":""{\""type\"":\""integer\"",\""min\"":1,\""max\"":100,\""unit\"":\""A\"",\""step\"":1}"",""tenantId"":1,""tenantName"":""admin"",""type"":1}","{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 15:46:44"
102,更新产品状态,2,com.fastbee.data.controller.ProductController.changeProductStatus(),PUT,1,admin,,/iot/product/status/,"127.0.0.1",内网IP,"{""deviceType"":1,""productId"":144,""status"":2}","{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 15:46:48"
103,分组,1,com.fastbee.data.controller.GroupController.add(),POST,1,admin,,/iot/group,"127.0.0.1",内网IP,"{""createTime"":""2024-11-20 15:47:16.045"",""groupId"":8,""groupName"":""电站B区"",""groupOrder"":2,""params"":{},""userId"":1,""userName"":""admin""}","{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 15:47:16"
104,添加设备,1,com.fastbee.data.controller.DeviceController.add(),POST,1,admin,,/iot/device,"127.0.0.1",内网IP,"{""createTime"":""2024-11-20 15:47:57.292"",""deviceId"":231,""deviceName"":""电表demo"",""deviceType"":1,""firmwareVersion"":1,""imgUrl"":"""",""isShadow"":0,""isSimulate"":0,""locationWay"":1,""networkAddress"":"" 本机地址"",""networkIp"":""127.0.0.1"",""params"":{},""productId"":144,""productName"":""电网demo"",""rssi"":0,""serialNumber"":""D185X123NSOB"",""status"":1,""subDeviceList"":[],""tenantId"":1,""tenantName"":""admin"",""thingsModelValue"":""[{\""id\"":\""kwhb\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电流表b\"",\""shadow\"":\""\"",\""value\"":\""\""},{\""id\"":\""kwhc\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电流表合计\"",\""shadow\"":\""\"",\""value\"":\""\""},{\""id\"":\""kwha\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电流表a\"",\""shadow\"":\""\"",\""value\"":\""\""}]""}","{""msg"":""操作成功"",""code"":200,""data"":{""createTime"":""2024-11-20 15:47:57.292"",""deviceId"":231,""deviceName"":""电表demo"",""deviceType"":1,""firmwareVersion"":1,""imgUrl"":"""",""isShadow"":0,""isSimulate"":0,""locationWay"":1,""networkAddress"":"" 本机地址"",""networkIp"":""127.0.0.1"",""params"":{},""productId"":144,""productName"":""电网demo"",""rssi"":0,""serialNumber"":""D185X123NSOB"",""status"":1,""subDeviceList"":[],""tenantId"":1,""tenantName"":""admin"",""thingsModelValue"":""[{\""id\"":\""kwhb\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电流表b\"",\""shadow\"":\""\"",\""value\"":\""\""},{\""id\"":\""kwhc\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电流表合计\"",\""shadow\"":\""\"",\""value\"":\""\""},{\""id\"":\""kwha\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电流表a\"",\""shadow\"":\""\"",\""value\"":\""\""}]""}}",0,,"2024-11-20 15:47:57"
105,产品分类,1,com.fastbee.data.controller.CategoryController.add(),POST,1,admin,,/iot/category,"127.0.0.1",内网IP,"{""categoryId"":11,""categoryName"":""电网类test"",""createTime"":""2024-11-20 16:18:10.306"",""isSys"":1,""orderNum"":0,""params"":{},""tenantId"":1,""tenantName"":""admin""}","{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 16:18:10"
106,添加产品,1,com.fastbee.data.controller.ProductController.add(),POST,1,admin,,/iot/product,"127.0.0.1",内网IP,"{""categoryId"":11,""categoryName"":""电网类test"",""createTime"":""2024-11-20 16:18:45.78"",""deviceType"":1,""imgUrl"":"""",""isAuthorize"":0,""isSys"":0,""locationWay"":1,""mqttAccount"":""zzu"",""mqttPassword"":""P5MG4UJS947S4F20"",""mqttSecret"":""KO7D26736XN998D3"",""networkMethod"":1,""params"":{},""productId"":145,""productName"":""电网test"",""protocolCode"":""JSON"",""status"":1,""tenantId"":1,""tenantName"":""admin"",""transport"":""MQTT"",""vertificateMethod"":3}","{""msg"":""操作成功"",""code"":200,""data"":{""categoryId"":11,""categoryName"":""电网类test"",""createTime"":""2024-11-20 16:18:45.78"",""deviceType"":1,""imgUrl"":"""",""isAuthorize"":0,""isSys"":0,""locationWay"":1,""mqttAccount"":""zzu"",""mqttPassword"":""P5MG4UJS947S4F20"",""mqttSecret"":""KO7D26736XN998D3"",""networkMethod"":1,""params"":{},""productId"":145,""productName"":""电网test"",""protocolCode"":""JSON"",""status"":1,""tenantId"":1,""tenantName"":""admin"",""transport"":""MQTT"",""vertificateMethod"":3}}",0,,"2024-11-20 16:18:45"
107,物模型,1,com.fastbee.data.controller.ThingsModelController.add(),POST,1,admin,,/iot/model,"127.0.0.1",内网IP,"{""createTime"":""2024-11-20 16:19:26.223"",""datatype"":""integer"",""identifier"":""kwha"",""isChart"":1,""isHistory"":1,""isMonitor"":1,""isReadonly"":1,""isSharePerm"":1,""modelId"":890,""modelName"":""电流表"",""modelOrder"":3,""params"":{},""productId"":145,""productName"":""电网test"",""specs"":""{\""type\"":\""integer\"",\""min\"":1,\""max\"":100,\""unit\"":\""A\"",\""step\"":1}"",""tenantId"":1,""tenantName"":""admin"",""type"":1}","{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 16:19:26"
108,物模型,1,com.fastbee.data.controller.ThingsModelController.add(),POST,1,admin,,/iot/model,"127.0.0.1",内网IP,"{""createTime"":""2024-11-20 16:19:55.316"",""datatype"":""integer"",""identifier"":""kwhb"",""isChart"":1,""isHistory"":1,""isMonitor"":1,""isReadonly"":1,""isSharePerm"":1,""modelId"":891,""modelName"":""电流表b"",""modelOrder"":2,""params"":{},""productId"":145,""productName"":""电网test"",""specs"":""{\""type\"":\""integer\"",\""min\"":0,\""max\"":100,\""unit\"":\""A\"",\""step\"":1}"",""tenantId"":1,""tenantName"":""admin"",""type"":1}","{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 16:19:55"
109,物模型,1,com.fastbee.data.controller.ThingsModelController.add(),POST,1,admin,,/iot/model,"127.0.0.1",内网IP,"{""createTime"":""2024-11-20 16:20:26.769"",""datatype"":""integer"",""identifier"":""kwhc"",""isChart"":1,""isHistory"":1,""isMonitor"":1,""isReadonly"":1,""isSharePerm"":1,""modelId"":892,""modelName"":""总电流"",""modelOrder"":0,""params"":{},""productId"":145,""productName"":""电网test"",""specs"":""{\""type\"":\""integer\"",\""min\"":0,\""max\"":100,\""unit\"":\""A\"",\""step\"":1}"",""tenantId"":1,""tenantName"":""admin"",""type"":1}","{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 16:20:26"
110,更新产品状态,2,com.fastbee.data.controller.ProductController.changeProductStatus(),PUT,1,admin,,/iot/product/status/,"127.0.0.1",内网IP,"{""deviceType"":1,""productId"":145,""status"":2}","{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 16:20:31"
111,分组,1,com.fastbee.data.controller.GroupController.add(),POST,1,admin,,/iot/group,"127.0.0.1",内网IP,"{""createTime"":""2024-11-20 16:21:01.075"",""groupId"":9,""groupName"":""电站C区"",""groupOrder"":3,""params"":{},""userId"":1,""userName"":""admin""}","{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 16:21:01"
112,添加设备,1,com.fastbee.data.controller.DeviceController.add(),POST,1,admin,,/iot/device,"127.0.0.1",内网IP,"{""createTime"":""2024-11-20 16:21:39.127"",""deviceId"":232,""deviceName"":""电表test"",""deviceType"":1,""firmwareVersion"":1,""imgUrl"":"""",""isShadow"":0,""isSimulate"":0,""locationWay"":1,""networkAddress"":"" 本机地址"",""networkIp"":""127.0.0.1"",""params"":{},""productId"":145,""productName"":""电网test"",""rssi"":0,""serialNumber"":""D172TGZE5E93"",""status"":1,""subDeviceList"":[],""tenantId"":1,""tenantName"":""admin"",""thingsModelValue"":""[{\""id\"":\""kwhb\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电流表b\"",\""shadow\"":\""\"",\""value\"":\""\""},{\""id\"":\""kwhc\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""总电流\"",\""shadow\"":\""\"",\""value\"":\""\""},{\""id\"":\""kwha\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电流表\"",\""shadow\"":\""\"",\""value\"":\""\""}]""}","{""msg"":""操作成功"",""code"":200,""data"":{""createTime"":""2024-11-20 16:21:39.127"",""deviceId"":232,""deviceName"":""电表test"",""deviceType"":1,""firmwareVersion"":1,""imgUrl"":"""",""isShadow"":0,""isSimulate"":0,""locationWay"":1,""networkAddress"":"" 本机地址"",""networkIp"":""127.0.0.1"",""params"":{},""productId"":145,""productName"":""电网test"",""rssi"":0,""serialNumber"":""D172TGZE5E93"",""status"":1,""subDeviceList"":[],""tenantId"":1,""tenantName"":""admin"",""thingsModelValue"":""[{\""id\"":\""kwhb\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电流表b\"",\""shadow\"":\""\"",\""value\"":\""\""},{\""id\"":\""kwhc\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""总电流\"",\""shadow\"":\""\"",\""value\"":\""\""},{\""id\"":\""kwha\"",\""isChart\"":0,\""isHistory\"":0,\""isMonitor\"":0,\""isReadonly\"":0,\""name\"":\""电流表\"",\""shadow\"":\""\"",\""value\"":\""\""}]""}}",0,,"2024-11-20 16:21:39"
113,角色管理,3,com.fastbee.web.controller.system.SysRoleController.remove(),DELETE,1,admin,,/system/role/6,"127.0.0.1",内网IP,{},"{""msg"":""操作成功"",""code"":200}",0,,"2024-11-20 17:01:48"
